hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
6.833475011155556,12.0,3.0,3.0,1.0,4.0,3.0,39.0,Yes,Travel_Frequently,Sales,1.0,3.0,Marketing,,3496,Male,2.0,Healthcare Representative,Divorced,67550.0,7.0,Y,14.0,,,21.0,2.0,18.0,11.0,5
6.785610218652222,,4.0,3.0,,3.0,3.0,18.0,Yes,Non-Travel,Research & Development,2.0,,Medical,1.0,3511,Male,3.0,Laboratory Technician,,109650.0,1.0,Y,,8.0,0.0,0.0,5.0,0.0,0.0,0
8.696306336456667,8.0,2.0,3.0,1.0,1.0,,33.0,Yes,Travel_Rarely,Research & Development,3.0,2.0,Life Sciences,1.0,3512,Male,1.0,Sales Executive,Single,49360.0,0.0,,14.0,8.0,,6.0,2.0,5.0,0.0,3
,18.0,4.0,,3.0,3.0,2.0,31.0,Yes,Travel_Frequently,,,3.0,Technical Degree,1.0,3514,,1.0,Research Director,Married,53040.0,,Y,17.0,8.0,0.0,2.0,3.0,2.0,2.0,2
6.472447568049723,11.0,1.0,3.0,4.0,,1.0,29.0,Yes,Travel_Rarely,Research & Development,6.0,3.0,Life Sciences,1.0,3519,Male,1.0,,Married,22440.0,,,12.0,8.0,3.0,11.0,5.0,,3.0,10
7.406271753681389,20.0,1.0,3.0,3.0,1.0,2.0,42.0,Yes,Travel_Frequently,,2.0,,Life Sciences,1.0,3521,Male,1.0,Laboratory Technician,Single,,0.0,Y,16.0,8.0,,22.0,3.0,21.0,13.0,14
10.172547969656389,4.0,1.0,,3.0,4.0,2.0,28.0,Yes,Travel_Rarely,Research & Development,,4.0,Life Sciences,1.0,3525,Male,2.0,Sales Executive,Married,41970.0,,Y,13.0,8.0,0.0,1.0,3.0,1.0,0.0,0
6.981729138777222,,3.0,3.0,,3.0,,,Yes,Travel_Rarely,,,3.0,Marketing,1.0,3532,Female,3.0,Research Scientist,Single,,,Y,15.0,8.0,1.0,,,4.0,1.0,3
10.324920794288056,,1.0,3.0,3.0,3.0,3.0,44.0,Yes,Travel_Rarely,Human Resources,6.0,2.0,Human Resources,1.0,3540,Male,,Sales Executive,Single,,1.0,Y,13.0,8.0,1.0,6.0,2.0,6.0,0.0,2
9.720699464524722,,2.0,4.0,3.0,4.0,3.0,22.0,Yes,Travel_Frequently,Research & Development,22.0,4.0,Medical,1.0,3543,Male,1.0,Sales Representative,Married,26540.0,,Y,24.0,,0.0,,5.0,0.0,0.0,0
7.039192324854723,5.0,,3.0,1.0,1.0,,41.0,Yes,Non-Travel,Research & Development,12.0,3.0,Life Sciences,1.0,3547,,2.0,Sales Representative,Divorced,,,Y,16.0,8.0,0.0,5.0,2.0,1.0,0.0,0
6.254037260151667,13.0,3.0,3.0,,2.0,1.0,,Yes,Travel_Rarely,Human Resources,28.0,4.0,Human Resources,1.0,3554,Male,3.0,Manufacturing Director,Married,28860.0,1.0,Y,19.0,8.0,1.0,,,1.0,,0
8.038865461847223,11.0,,3.0,,2.0,,19.0,Yes,Non-Travel,Sales,2.0,2.0,Other,1.0,3575,,3.0,Healthcare Representative,Single,,1.0,Y,18.0,8.0,0.0,1.0,,1.0,,0
9.068934627398333,,3.0,3.0,,4.0,3.0,25.0,Yes,Travel_Frequently,Research & Development,1.0,1.0,Life Sciences,1.0,3594,Male,,Manufacturing Director,Single,109320.0,,,,8.0,1.0,1.0,3.0,1.0,1.0,0
9.243672467648333,17.0,3.0,3.0,1.0,2.0,3.0,45.0,Yes,Travel_Rarely,Human Resources,,3.0,Human Resources,1.0,3596,,2.0,Laboratory Technician,Single,,2.0,Y,11.0,8.0,2.0,26.0,3.0,24.0,1.0,11
7.300898036590556,9.0,3.0,3.0,,,1.0,21.0,Yes,Travel_Frequently,Research & Development,20.0,2.0,Medical,1.0,3598,Female,4.0,Research Scientist,Single,53370.0,1.0,Y,14.0,8.0,1.0,2.0,2.0,2.0,2.0,2
5.639393128067778,15.0,,3.0,1.0,4.0,3.0,44.0,Yes,Travel_Rarely,Research & Development,21.0,,Life Sciences,,3611,,2.0,,Married,62720.0,1.0,Y,,8.0,1.0,10.0,3.0,10.0,0.0,5
8.14505577867,8.0,3.0,3.0,2.0,3.0,3.0,29.0,Yes,Travel_Rarely,Research & Development,,4.0,Technical Degree,,3615,Female,1.0,Sales Representative,Divorced,28860.0,3.0,Y,13.0,8.0,0.0,10.0,4.0,,,7
,14.0,3.0,3.0,4.0,,3.0,32.0,Yes,Travel_Rarely,Research & Development,5.0,3.0,Technical Degree,,3622,Female,1.0,Sales Executive,,96020.0,1.0,Y,13.0,8.0,1.0,10.0,,10.0,1.0,1
7.492061579651667,7.0,,4.0,3.0,1.0,,39.0,Yes,Travel_Rarely,Research & Development,18.0,2.0,Life Sciences,1.0,3623,Male,2.0,Laboratory Technician,Single,,0.0,Y,20.0,8.0,0.0,6.0,,5.0,0.0,3
,16.0,2.0,3.0,4.0,2.0,,40.0,Yes,Travel_Rarely,Sales,8.0,1.0,Other,1.0,3629,Male,1.0,Laboratory Technician,Single,,2.0,Y,13.0,8.0,3.0,9.0,,5.0,1.0,0
9.400333556447778,16.0,3.0,3.0,2.0,2.0,2.0,52.0,Yes,Travel_Rarely,Research & Development,3.0,2.0,Technical Degree,1.0,3630,,3.0,Laboratory Technician,Single,,,Y,19.0,8.0,1.0,10.0,1.0,8.0,7.0,7
8.383818607764166,19.0,3.0,3.0,4.0,,4.0,31.0,Yes,Travel_Frequently,Research & Development,3.0,1.0,Life Sciences,1.0,3635,Male,1.0,Sales Executive,Single,71040.0,1.0,,14.0,8.0,,3.0,3.0,3.0,,2
5.6145225345825,17.0,3.0,3.0,1.0,1.0,4.0,44.0,Yes,Travel_Rarely,Sales,5.0,3.0,Life Sciences,1.0,3636,Male,,,Married,63220.0,4.0,Y,11.0,8.0,1.0,10.0,2.0,3.0,1.0,2
8.035565595716111,,4.0,3.0,,1.0,2.0,,Yes,Travel_Rarely,Sales,,4.0,Technical Degree,1.0,3649,Male,2.0,,Married,10090.0,7.0,Y,,,2.0,,3.0,10.0,,9
8.31932061579639,10.0,4.0,3.0,1.0,3.0,2.0,55.0,Yes,Travel_Rarely,Research & Development,,3.0,Technical Degree,1.0,3658,Male,1.0,Human Resources,Single,46800.0,6.0,Y,14.0,,,24.0,,19.0,3.0,8
7.525021195894444,6.0,1.0,,,4.0,,31.0,Yes,Travel_Frequently,Research & Development,2.0,2.0,Medical,,3663,Female,2.0,,Single,,7.0,,17.0,8.0,1.0,3.0,,1.0,,0
8.821153502900279,7.0,3.0,3.0,4.0,3.0,2.0,35.0,Yes,Travel_Frequently,,,2.0,Medical,1.0,3664,Male,1.0,Manufacturing Director,Married,67960.0,,Y,13.0,8.0,0.0,,,,3.0,2
10.859905176260556,,2.0,3.0,4.0,3.0,2.0,,Yes,Travel_Rarely,Research & Development,,2.0,Life Sciences,1.0,3668,Male,,,Married,,1.0,Y,15.0,,0.0,10.0,3.0,10.0,6.0,7
9.609767960731666,10.0,,3.0,4.0,3.0,3.0,27.0,Yes,Travel_Rarely,Research & Development,2.0,,Life Sciences,1.0,3680,,1.0,Research Scientist,Single,137700.0,1.0,Y,18.0,,,8.0,3.0,8.0,,7
6.515506470325556,22.0,3.0,3.0,1.0,,3.0,49.0,Yes,Travel_Frequently,Sales,6.0,5.0,Medical,1.0,3689,Female,,Healthcare Representative,Single,23420.0,3.0,Y,18.0,8.0,0.0,20.0,2.0,4.0,1.0,3
,11.0,3.0,3.0,3.0,4.0,3.0,29.0,Yes,Travel_Frequently,,3.0,2.0,Marketing,1.0,3690,,,Laboratory Technician,Single,68110.0,0.0,Y,15.0,8.0,1.0,9.0,2.0,8.0,,7
6.83047188755,15.0,3.0,3.0,,3.0,3.0,31.0,Yes,,,4.0,3.0,Life Sciences,,3695,,2.0,Manager,Single,30570.0,,Y,19.0,,0.0,1.0,3.0,1.0,0.0,0
7.56177264614,,1.0,,1.0,2.0,,31.0,Yes,Travel_Rarely,,20.0,3.0,Technical Degree,1.0,3699,Male,1.0,Research Scientist,Single,61800.0,1.0,Y,14.0,8.0,1.0,1.0,2.0,,0.0,0
6.809900713966944,14.0,2.0,3.0,,1.0,3.0,25.0,Yes,Travel_Rarely,Sales,16.0,,Life Sciences,,3704,Male,2.0,Research Scientist,Married,,,Y,19.0,8.0,0.0,6.0,3.0,3.0,2.0,2
6.3967302543505555,11.0,3.0,3.0,1.0,4.0,4.0,,Yes,Travel_Rarely,Research & Development,,1.0,Medical,,3714,Male,1.0,Manufacturing Director,Divorced,,4.0,,,8.0,1.0,28.0,,7.0,4.0,3
9.030951584114167,9.0,2.0,3.0,1.0,1.0,4.0,39.0,Yes,Non-Travel,Research & Development,2.0,4.0,Medical,1.0,3715,Male,,Manufacturing Director,Single,43810.0,2.0,,15.0,8.0,2.0,11.0,1.0,1.0,0.0,0
6.259136546184722,,3.0,3.0,,2.0,3.0,31.0,Yes,Travel_Frequently,,2.0,3.0,Medical,1.0,3716,Male,2.0,Sales Executive,Single,,1.0,Y,13.0,8.0,3.0,,,,4.0,7
,,3.0,4.0,2.0,4.0,1.0,31.0,Yes,Travel_Frequently,,,4.0,Life Sciences,,3719,Male,1.0,Laboratory Technician,,65000.0,6.0,Y,23.0,,1.0,7.0,5.0,2.0,2.0,2
7.264870593485,5.0,,,,3.0,3.0,34.0,Yes,,Research & Development,7.0,4.0,Medical,1.0,3722,Male,2.0,Research Scientist,Married,,1.0,Y,16.0,8.0,1.0,2.0,3.0,2.0,,2
,16.0,3.0,4.0,,3.0,4.0,28.0,Yes,Travel_Frequently,Research & Development,,3.0,Medical,1.0,3739,Male,1.0,Research Scientist,,22740.0,3.0,Y,20.0,,1.0,5.0,5.0,3.0,1.0,2
7.609788041053055,6.0,3.0,,1.0,,1.0,29.0,Yes,Travel_Frequently,,28.0,3.0,Medical,1.0,3740,Female,,Research Scientist,Single,44340.0,5.0,Y,17.0,,3.0,7.0,1.0,5.0,0.0,0
8.243568719321667,8.0,,,1.0,2.0,4.0,34.0,Yes,Travel_Rarely,,7.0,1.0,Medical,1.0,3741,Male,,Research Scientist,Single,62880.0,0.0,Y,,8.0,1.0,16.0,,15.0,10.0,10
,10.0,2.0,,2.0,1.0,2.0,24.0,Yes,Travel_Frequently,Sales,3.0,3.0,Life Sciences,1.0,3743,,,,,76540.0,2.0,Y,17.0,8.0,1.0,4.0,3.0,,0.0,0
6.9901952253455555,20.0,3.0,3.0,3.0,1.0,2.0,28.0,Yes,,Sales,1.0,3.0,Marketing,1.0,3751,Male,2.0,Laboratory Technician,Single,17060.0,,Y,12.0,8.0,0.0,8.0,3.0,0.0,0.0,0
,14.0,3.0,3.0,1.0,1.0,1.0,,Yes,Travel_Rarely,Research & Development,5.0,3.0,Life Sciences,1.0,3760,Female,2.0,Research Scientist,Single,109340.0,6.0,,17.0,8.0,2.0,11.0,2.0,9.0,0.0,7
7.205607987505555,,,3.0,4.0,1.0,1.0,40.0,Yes,Travel_Rarely,Research & Development,2.0,3.0,Medical,,3766,Male,2.0,Research Director,Single,,3.0,Y,15.0,,1.0,,3.0,5.0,1.0,0
6.1116555109325,11.0,2.0,,4.0,3.0,1.0,31.0,Yes,Travel_Frequently,Research & Development,29.0,3.0,Life Sciences,1.0,3768,Female,2.0,Healthcare Representative,,,1.0,Y,,8.0,0.0,7.0,3.0,7.0,7.0,7
6.790409415439444,21.0,3.0,3.0,2.0,1.0,3.0,,Yes,,Research & Development,1.0,3.0,Other,1.0,3789,,,Sales Executive,Married,179240.0,,Y,13.0,8.0,2.0,10.0,2.0,10.0,6.0,7
9.550373717090556,4.0,1.0,3.0,1.0,1.0,,,Yes,Travel_Rarely,Research & Development,2.0,3.0,Medical,1.0,3793,,1.0,Research Scientist,Divorced,25320.0,1.0,,13.0,8.0,0.0,1.0,2.0,1.0,0.0,0
6.276572958500555,8.0,,4.0,3.0,,3.0,,Yes,Travel_Rarely,Research & Development,19.0,3.0,Life Sciences,1.0,3794,Male,,Manager,,,0.0,,25.0,,0.0,34.0,2.0,33.0,1.0,9
7.426887550200555,5.0,2.0,3.0,,2.0,3.0,38.0,Yes,Travel_Rarely,,2.0,3.0,Medical,1.0,3795,Female,3.0,Sales Executive,Married,49080.0,4.0,,19.0,8.0,1.0,,3.0,5.0,,4
7.975767514502222,13.0,3.0,3.0,3.0,2.0,3.0,28.0,Yes,Travel_Rarely,,1.0,3.0,Medical,1.0,3819,Female,2.0,,,24130.0,1.0,Y,16.0,8.0,1.0,,2.0,1.0,0.0,0
,,2.0,,2.0,4.0,4.0,18.0,Yes,Travel_Frequently,Research & Development,3.0,5.0,Medical,1.0,3836,,1.0,,Single,,1.0,Y,12.0,8.0,1.0,0.0,2.0,0.0,0.0,0
5.680264390896666,13.0,3.0,3.0,4.0,1.0,3.0,,Yes,,Research & Development,2.0,3.0,Life Sciences,1.0,3845,Male,,Healthcare Representative,Married,,9.0,Y,12.0,,,,0.0,13.0,6.0,0
10.354349620705,,1.0,3.0,,4.0,,,Yes,Travel_Rarely,,9.0,3.0,Life Sciences,1.0,3850,Male,,Manager,Divorced,173990.0,6.0,Y,12.0,8.0,0.0,7.0,3.0,2.0,2.0,2
10.073468317715278,11.0,3.0,3.0,1.0,1.0,1.0,40.0,Yes,Travel_Rarely,Sales,16.0,4.0,Marketing,1.0,3854,Male,1.0,Research Director,,36330.0,3.0,Y,16.0,8.0,2.0,10.0,0.0,4.0,0.0,3
8.127777777777778,7.0,2.0,3.0,4.0,4.0,4.0,35.0,Yes,Travel_Frequently,Research & Development,17.0,4.0,Medical,1.0,3869,Male,1.0,Research Director,,54720.0,3.0,Y,11.0,8.0,1.0,13.0,3.0,,6.0,7
7.849819277108334,,3.0,3.0,4.0,3.0,3.0,,Yes,,Human Resources,6.0,3.0,Life Sciences,1.0,3884,Female,3.0,Laboratory Technician,,49690.0,1.0,Y,,8.0,0.0,5.0,3.0,5.0,1.0,2
9.602454261490278,,1.0,3.0,4.0,3.0,3.0,,Yes,Travel_Frequently,Sales,10.0,2.0,Marketing,1.0,3887,Male,1.0,,Married,63470.0,,Y,12.0,8.0,1.0,,3.0,,7.0,7
7.3514212405175,5.0,3.0,3.0,4.0,2.0,,32.0,Yes,Travel_Rarely,Sales,1.0,3.0,Life Sciences,1.0,3888,Male,2.0,Research Scientist,Single,,,Y,19.0,8.0,1.0,1.0,2.0,1.0,0.0,0
8.816842927264444,,,,3.0,4.0,3.0,23.0,Yes,Travel_Rarely,,12.0,2.0,Medical,1.0,3896,Male,2.0,Research Scientist,Divorced,75250.0,1.0,Y,,8.0,2.0,3.0,,3.0,0.0,2
6.076227130745,13.0,2.0,3.0,4.0,3.0,3.0,24.0,Yes,,Sales,6.0,2.0,Medical,1.0,3905,Female,2.0,Manager,Married,,1.0,Y,,8.0,0.0,1.0,2.0,1.0,0.0,0
6.5595470771975,9.0,,,3.0,3.0,1.0,,Yes,,Research & Development,1.0,,Medical,,3906,Female,2.0,Sales Executive,Married,,7.0,Y,11.0,,2.0,,1.0,23.0,14.0,10
,,3.0,4.0,2.0,1.0,,36.0,Yes,Travel_Rarely,Research & Development,,,Medical,1.0,3919,,,Manufacturing Director,Divorced,33760.0,5.0,Y,20.0,8.0,0.0,16.0,3.0,2.0,2.0,2
6.4266822846941665,20.0,3.0,3.0,1.0,2.0,,32.0,Yes,Travel_Rarely,Research & Development,26.0,3.0,Medical,1.0,3920,Female,,Research Director,Single,88230.0,6.0,Y,13.0,8.0,2.0,10.0,,0.0,0.0,0
6.141852967425,,3.0,,3.0,4.0,2.0,30.0,Yes,Travel_Frequently,Research & Development,10.0,,Life Sciences,1.0,3929,Female,1.0,Human Resources,,22070.0,6.0,Y,,,,6.0,4.0,4.0,1.0,2
6.613674698795,7.0,3.0,3.0,2.0,,3.0,29.0,Yes,Travel_Rarely,Sales,,,Marketing,1.0,3932,Male,5.0,Research Scientist,,36910.0,1.0,Y,,8.0,,,3.0,2.0,2.0,2
,11.0,,3.0,1.0,1.0,,33.0,Yes,Travel_Rarely,Research & Development,10.0,3.0,Life Sciences,,3938,Male,1.0,,,43020.0,2.0,Y,13.0,8.0,,11.0,,,0.0,0
5.772214413208333,18.0,3.0,3.0,,3.0,3.0,31.0,Yes,Travel_Rarely,Human Resources,9.0,4.0,Human Resources,1.0,3940,Male,2.0,Laboratory Technician,Married,168850.0,2.0,Y,14.0,,2.0,10.0,,1.0,0.0,0
,11.0,3.0,3.0,3.0,3.0,,43.0,Yes,Travel_Frequently,Research & Development,,4.0,Other,,3945,Male,3.0,,Married,76550.0,9.0,Y,12.0,,,6.0,3.0,1.0,0.0,0
6.948126952253333,19.0,4.0,3.0,2.0,,,21.0,Yes,Travel_Rarely,Sales,1.0,,Marketing,1.0,3954,Male,5.0,,Single,27910.0,1.0,,14.0,8.0,,1.0,,1.0,1.0,0
8.657309236947778,7.0,3.0,3.0,3.0,1.0,3.0,22.0,Yes,Travel_Rarely,Research & Development,1.0,3.0,Other,1.0,3956,,4.0,,Married,49680.0,1.0,Y,14.0,8.0,,1.0,,1.0,0.0,0
9.0671485943775,6.0,4.0,,3.0,2.0,,44.0,Yes,Travel_Frequently,Sales,10.0,4.0,Life Sciences,1.0,3962,,1.0,Research Scientist,,,1.0,Y,12.0,,0.0,,2.0,5.0,2.0,3
8.249067380633612,,3.0,4.0,3.0,4.0,3.0,,Yes,Travel_Rarely,Research & Development,15.0,,Life Sciences,1.0,3964,Male,2.0,Research Scientist,Single,19040.0,1.0,Y,22.0,,1.0,10.0,4.0,10.0,7.0,7
7.261339803658889,20.0,4.0,4.0,4.0,,2.0,34.0,Yes,Travel_Frequently,,2.0,,Life Sciences,1.0,3973,Male,1.0,Manufacturing Director,,134990.0,4.0,Y,23.0,8.0,2.0,11.0,2.0,7.0,0.0,7
,16.0,,,4.0,,1.0,37.0,Yes,,Research & Development,24.0,3.0,Life Sciences,1.0,3974,Male,1.0,Laboratory Technician,Single,137580.0,1.0,Y,,8.0,1.0,10.0,5.0,10.0,0.0,8
,4.0,2.0,3.0,,2.0,3.0,26.0,Yes,Travel_Rarely,Human Resources,2.0,1.0,Technical Degree,,3980,,,Sales Executive,Married,65780.0,,Y,15.0,,2.0,6.0,3.0,5.0,1.0,4
,21.0,3.0,3.0,4.0,2.0,4.0,46.0,Yes,Travel_Rarely,Research & Development,10.0,3.0,Medical,1.0,3981,Male,,,,44220.0,4.0,Y,,8.0,1.0,13.0,2.0,9.0,3.0,7
5.616551762605833,18.0,3.0,,4.0,1.0,3.0,31.0,Yes,Travel_Rarely,,2.0,3.0,Life Sciences,1.0,3995,Male,3.0,Laboratory Technician,Married,21680.0,,Y,,8.0,1.0,2.0,2.0,1.0,0.0,0
8.334608433734722,11.0,2.0,3.0,1.0,1.0,,29.0,Yes,Travel_Rarely,Research & Development,8.0,2.0,Medical,1.0,3996,Male,1.0,Manager,Divorced,28530.0,4.0,Y,14.0,,1.0,4.0,5.0,2.0,,0
9.877585899151944,,,3.0,3.0,2.0,2.0,32.0,Yes,Travel_Rarely,Research & Development,1.0,1.0,Medical,1.0,4009,Male,2.0,Laboratory Technician,,,,Y,11.0,8.0,,7.0,,2.0,,2
,18.0,2.0,3.0,,4.0,2.0,29.0,Yes,Travel_Frequently,Research & Development,13.0,2.0,Life Sciences,1.0,4015,Female,1.0,,Single,52200.0,1.0,Y,17.0,8.0,0.0,1.0,,1.0,1.0,0
7.613454930834444,,4.0,4.0,,2.0,3.0,46.0,Yes,,,4.0,4.0,Medical,1.0,4016,,2.0,Sales Representative,Married,27430.0,,Y,25.0,8.0,1.0,,,,,7
,14.0,3.0,,,4.0,2.0,30.0,Yes,Travel_Rarely,,12.0,4.0,Life Sciences,,4021,,,Sales Executive,Single,49500.0,1.0,Y,12.0,8.0,2.0,1.0,3.0,1.0,0.0,0
9.879586122266666,15.0,,,4.0,2.0,3.0,22.0,Yes,Travel_Rarely,Research & Development,,2.0,Life Sciences,1.0,4022,Female,2.0,Laboratory Technician,Single,35790.0,,Y,19.0,8.0,3.0,1.0,3.0,1.0,,0
9.545198572065834,16.0,3.0,,,1.0,3.0,34.0,Yes,,Research & Development,27.0,2.0,Life Sciences,1.0,4036,,1.0,,Married,36920.0,1.0,Y,12.0,8.0,1.0,,5.0,5.0,3.0,0
6.423100178491667,17.0,3.0,4.0,1.0,4.0,3.0,56.0,Yes,Travel_Rarely,,1.0,,Medical,1.0,4037,Female,5.0,Sales Executive,,,1.0,Y,,8.0,,5.0,3.0,4.0,1.0,0
,13.0,3.0,,3.0,1.0,,29.0,Yes,Travel_Frequently,Human Resources,2.0,4.0,Human Resources,1.0,4048,Male,,Sales Executive,Single,28750.0,,Y,11.0,8.0,0.0,1.0,3.0,1.0,0.0,0
,19.0,3.0,,,3.0,,28.0,Yes,Travel_Rarely,Research & Development,25.0,3.0,Technical Degree,,4052,Male,1.0,Research Director,Single,,,Y,,8.0,1.0,6.0,,,2.0,2
9.6396240517625,14.0,3.0,3.0,1.0,3.0,3.0,32.0,Yes,Travel_Frequently,Research & Development,9.0,3.0,Life Sciences,,4058,Male,2.0,Laboratory Technician,Single,191900.0,3.0,,17.0,8.0,1.0,,,4.0,0.0,3
5.924545961624166,22.0,3.0,3.0,1.0,2.0,3.0,,Yes,Travel_Frequently,Sales,8.0,1.0,Life Sciences,,4062,,4.0,Laboratory Technician,Married,,1.0,Y,,8.0,1.0,1.0,2.0,,0.0,0
6.139275992860278,6.0,,3.0,3.0,4.0,,28.0,Yes,Travel_Rarely,Sales,,5.0,Life Sciences,1.0,4073,Female,2.0,Sales Representative,Divorced,,5.0,Y,15.0,,1.0,6.0,2.0,4.0,0.0,3
9.613430388219445,17.0,,3.0,,4.0,3.0,31.0,Yes,Travel_Frequently,Research & Development,2.0,1.0,Other,1.0,4078,Male,,Sales Executive,Married,70940.0,1.0,,14.0,8.0,,10.0,2.0,10.0,0.0,8
10.417978580990555,9.0,3.0,3.0,1.0,1.0,,53.0,Yes,Travel_Rarely,,18.0,3.0,Medical,1.0,4079,,1.0,Research Scientist,,34230.0,6.0,Y,15.0,,1.0,,4.0,2.0,,2
7.87010821062,4.0,3.0,3.0,4.0,1.0,,23.0,Yes,,,2.0,,Life Sciences,1.0,4121,Female,2.0,Manufacturing Director,Married,61790.0,,Y,11.0,8.0,0.0,1.0,3.0,1.0,1.0,0
10.852452030343333,2.0,3.0,4.0,1.0,4.0,4.0,29.0,Yes,Travel_Rarely,Research & Development,,4.0,Medical,1.0,4125,Male,2.0,Sales Representative,Married,29960.0,9.0,Y,25.0,8.0,0.0,4.0,4.0,2.0,2.0,2
6.5562226684513885,,,4.0,4.0,3.0,1.0,56.0,Yes,,Sales,10.0,4.0,Other,1.0,4127,Male,2.0,Sales Executive,Married,40780.0,,Y,,8.0,1.0,14.0,3.0,,9.0,8
6.956659973226111,8.0,2.0,3.0,,3.0,3.0,,Yes,Travel_Frequently,,,2.0,Life Sciences,1.0,4135,,,,Divorced,,7.0,Y,14.0,,1.0,,2.0,6.0,0.0,1
9.308866577420556,8.0,3.0,3.0,4.0,1.0,3.0,,Yes,Travel_Rarely,,17.0,3.0,Medical,1.0,4144,,,Research Scientist,Divorced,173280.0,4.0,Y,15.0,8.0,2.0,20.0,1.0,3.0,2.0,0
8.069119812583612,15.0,3.0,3.0,,4.0,1.0,,Yes,Travel_Rarely,Research & Development,7.0,2.0,Life Sciences,1.0,4153,Female,1.0,Research Scientist,Single,20990.0,8.0,Y,12.0,8.0,1.0,,2.0,,0.0,5
8.08146140116,12.0,3.0,3.0,4.0,3.0,3.0,,Yes,,Research & Development,2.0,3.0,Life Sciences,1.0,4155,Male,1.0,Sales Executive,Single,56470.0,6.0,Y,19.0,8.0,0.0,7.0,2.0,0.0,0.0,0
9.65307340473,20.0,3.0,3.0,3.0,3.0,,28.0,Yes,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,,4167,Male,5.0,Research Director,,,5.0,Y,13.0,8.0,0.0,6.0,2.0,4.0,,3
6.10411869701,15.0,3.0,3.0,3.0,1.0,3.0,,Yes,,Research & Development,1.0,,Life Sciences,1.0,4174,Male,1.0,Research Director,Single,54860.0,,Y,12.0,8.0,1.0,10.0,2.0,,0.0,3
,11.0,1.0,,2.0,,,34.0,Yes,,Sales,,2.0,Marketing,1.0,4177,,2.0,Research Scientist,,,,Y,13.0,8.0,0.0,8.0,2.0,4.0,1.0,3
8.96671240517611,15.0,3.0,,2.0,1.0,3.0,32.0,Yes,Travel_Frequently,Research & Development,10.0,3.0,Medical,1.0,4179,,2.0,Manufacturing Director,Single,165980.0,,Y,13.0,8.0,0.0,10.0,,,6.0,7
6.2988509593930555,8.0,3.0,,4.0,4.0,4.0,39.0,Yes,Travel_Rarely,Human Resources,1.0,4.0,Medical,,4186,Male,,Sales Executive,Married,36730.0,3.0,Y,14.0,,1.0,19.0,3.0,,0.0,0
,4.0,2.0,3.0,2.0,4.0,2.0,24.0,Yes,Travel_Rarely,Human Resources,2.0,5.0,Human Resources,1.0,4187,,3.0,Sales Executive,,47680.0,2.0,,11.0,8.0,,6.0,2.0,2.0,2.0,0
8.213222891566112,20.0,2.0,,1.0,3.0,3.0,50.0,Yes,Travel_Rarely,Research & Development,12.0,4.0,Medical,1.0,4189,Male,1.0,Research Director,,49000.0,1.0,Y,11.0,8.0,0.0,3.0,,3.0,,2
7.159543730477222,,3.0,3.0,1.0,3.0,2.0,26.0,Yes,Travel_Rarely,,4.0,3.0,Marketing,,4195,Male,2.0,Manager,Single,24040.0,1.0,Y,12.0,,0.0,1.0,6.0,1.0,,1
5.724621820615556,11.0,3.0,,2.0,3.0,3.0,,Yes,Travel_Rarely,Sales,20.0,,Marketing,1.0,4198,Male,2.0,Sales Executive,Married,102090.0,1.0,,13.0,8.0,1.0,23.0,2.0,22.0,15.0,8
8.8195225345825,14.0,1.0,3.0,1.0,,3.0,,Yes,Travel_Rarely,Research & Development,2.0,4.0,Technical Degree,,4203,Female,1.0,Sales Executive,Single,,9.0,Y,16.0,,0.0,,6.0,1.0,0.0,0
9.987248995983888,17.0,3.0,4.0,3.0,3.0,2.0,28.0,Yes,Travel_Rarely,Research & Development,10.0,1.0,Medical,1.0,4204,,1.0,,,25610.0,1.0,Y,22.0,,1.0,,3.0,2.0,2.0,2
8.788284248103333,,4.0,3.0,4.0,3.0,2.0,36.0,Yes,Travel_Rarely,Sales,7.0,2.0,Life Sciences,,4222,Male,4.0,Laboratory Technician,Married,,0.0,Y,,8.0,3.0,,2.0,1.0,0.0,0
5.6240015618025,22.0,,4.0,3.0,4.0,,46.0,Yes,Travel_Rarely,Sales,1.0,2.0,Medical,1.0,4242,Female,2.0,Research Scientist,Single,97140.0,1.0,Y,22.0,8.0,0.0,9.0,0.0,,4.0,7
9.853332217759721,6.0,,3.0,3.0,1.0,3.0,,Yes,Travel_Rarely,Human Resources,9.0,3.0,Human Resources,1.0,4253,,2.0,Healthcare Representative,Divorced,54840.0,4.0,Y,17.0,,0.0,7.0,,3.0,,2
,,3.0,4.0,4.0,,3.0,20.0,Yes,Travel_Frequently,Sales,4.0,4.0,Life Sciences,1.0,4255,Female,2.0,Healthcare Representative,Single,99240.0,1.0,Y,22.0,,0.0,1.0,3.0,1.0,,0
